id,item_id,type,question,is_random,score,created_at,updated_at
709,381,essay,<p>What is the special test to determine patellar tracking during surgery? <strong>(</strong><strong>30)</strong></p>,0,100,2018-07-14 21:26:26,2018-07-14 21:26:26
710,382,essay,<p>What is your clinical assesment? <strong>(</strong><strong>40)</strong></p>,0,100,2018-07-14 21:28:40,2018-07-14 21:28:40
711,382,essay,<p>How to reduce&nbsp; the risk factor pre operatively and intraoperatively? (minimal 4 answers) <strong>(</strong><strong>60)</strong></p>,0,100,2018-07-14 21:28:40,2018-07-14 21:28:40
712,383,essay,<p>What is your diagnose ? <strong>(25)</strong></p>,0,100,2018-07-14 21:32:01,2018-07-14 21:32:01
713,383,essay,<p>When is the best time to do surgery? <strong>(25)</strong></p>,0,100,2018-07-14 21:32:01,2018-07-14 21:32:01
714,383,essay,<p>What is the possible risk that will happen if the surgery was done immediately after the injury? <strong>(25)</strong></p>,0,100,2018-07-14 21:32:01,2018-07-14 21:32:01
715,383,essay,<p>When do you treat conservatively? <strong>(25)</strong></p>,0,100,2018-07-14 21:32:01,2018-07-14 21:32:01
716,384,essay,<p>How do you prevent this condition ? (minimally 2 answers) <strong>(40)</strong></p>,0,100,2018-07-14 21:35:34,2018-07-14 21:35:34
717,384,essay,<p>What is the most fatal risk that may happened to this patient if left untreated? <strong>(20)</strong></p>,0,100,2018-07-14 21:35:34,2018-07-14 21:35:34
718,384,essay,<p>Who are at risk for developing this condition post operatively? (minimally 3 answers) <strong>(40)</strong></p>,0,100,2018-07-14 21:35:34,2018-07-14 21:35:34
719,386,essay,<p><strong>Please describe the x-ray findings! (30)</strong></p>,0,100,2018-07-14 21:45:27,2018-07-15 08:22:06
720,386,essay,<p><strong>What is the next investigation? (30)</strong></p>,0,100,2018-07-14 21:45:27,2018-07-15 08:22:06
721,386,essay,<p><strong>What is the goal of your investigation? (40)</strong></p>,0,100,2018-07-14 21:45:27,2018-07-15 08:22:06
722,387,essay,<p><strong>Please describe the x-ray findings! (30)</strong></p>,0,100,2018-07-15 08:21:34,2018-07-15 08:21:34
723,387,essay,<p><strong>What is your differential diagnosis? (30)</strong></p>,0,100,2018-07-15 08:21:34,2018-07-15 08:21:34
724,387,essay,<p><strong>Please mention the next investigation to establish the diagnosis! (20)</strong></p>,0,100,2018-07-15 08:21:34,2018-07-15 08:21:34
725,387,essay,<p><strong>What is your management plan? (20)</strong></p>,0,100,2018-07-15 08:21:34,2018-07-15 08:21:34
726,388,essay,<p><strong>Please describe the x-ray findings</strong><strong>! (25)</strong></p>,0,100,2018-07-15 08:44:19,2018-07-15 08:44:19
727,388,essay,<p><strong>Please describe the histopathology findings</strong><strong>! (25)</strong></p>,0,100,2018-07-15 08:44:19,2018-07-15 08:44:19
728,388,essay,<p><strong>What is the diagnosis</strong><strong>? (25)</strong></p>,0,100,2018-07-15 08:44:19,2018-07-15 08:44:19
729,388,essay,<p><strong>What are the surgical options</strong><strong>? (25)</strong></p>,0,100,2018-07-15 08:44:19,2018-07-15 08:44:19
730,389,essay,<p><strong>Please describe the x-ray finding</strong><strong>! (25)</strong></p>,0,100,2018-07-15 08:46:53,2018-07-15 08:46:53
731,389,essay,<p><strong>Please mention the </strong><strong>Mirel&rsquo;s</strong><strong> score for this </strong><strong>case (25)</strong></p>,0,100,2018-07-15 08:46:53,2018-07-15 08:46:53
732,389,essay,<p><strong>What is the most possible diagnosis</strong><strong>?(25)</strong></p>,0,100,2018-07-15 08:46:53,2018-07-15 08:46:53
733,389,essay,<p><strong>What is treatment recommendation</strong><strong>? (25)</strong></p>,0,100,2018-07-15 08:46:53,2018-07-15 08:46:53
734,390,essay,<div>Please describe the histopathology findings in Figure A (30)</div>,0,100,2018-07-15 08:51:11,2018-07-17 00:47:22
735,390,essay,<div>What is the diagnosis in figure A? (20)</div>,0,100,2018-07-15 08:51:11,2018-07-17 00:47:22
736,391,essay,<p><strong>What is your clinical </strong><strong>diagnosis ? (25)</strong></p>,0,100,2018-07-15 08:58:40,2018-07-15 08:58:40
737,391,essay,<p><strong>Please name 3 major challenges in this </strong><strong>case! (30)</strong></p>,0,100,2018-07-15 08:58:40,2018-07-15 08:58:40
738,391,essay,<p><strong>How do you manage this problem</strong><strong>? (25)</strong></p>,0,100,2018-07-15 08:58:40,2018-07-15 08:58:40
739,391,essay,<p><strong>What type of reduction and stability required to overcome this problem</strong><strong>? What implant are you going to </strong><strong>use</strong><strong>? (20)</strong></p>,0,100,2018-07-15 08:58:40,2018-07-15 08:58:40
740,392,essay,<p><strong>What is your clinical diagnosis? And please add the clasification for </strong><strong>your</strong> <strong>clinical</strong><strong> diagnosis (20)</strong></p>,0,100,2018-07-15 09:24:29,2018-07-15 09:26:03
741,392,essay,<p><strong>Please describe radiological abnormality you see in the x </strong><strong>ray</strong><strong> (30)</strong></p>,0,100,2018-07-15 09:24:29,2018-07-15 09:26:03
742,392,essay,<p><strong>How do you manage this problem</strong><strong>? (20)</strong></p>,0,100,2018-07-15 09:24:29,2018-07-15 09:26:03
743,392,essay,<p><strong>What do you think the prognosis of this case? Please explain </strong><strong>your</strong> <strong>answer</strong><strong> (30)</strong></p>,0,100,2018-07-15 09:24:29,2018-07-15 09:26:03
744,393,essay,<p><strong>What are radiological abnormalities seen on x </strong><strong>ray</strong> <strong>(30)</strong></p>,0,100,2018-07-15 09:35:24,2018-07-15 09:35:24
745,393,essay,<p><strong>What are the further laboratory work up required to established the diagnosis </strong><strong>(30)</strong></p>,0,100,2018-07-15 09:35:24,2018-07-15 09:35:24
746,393,essay,<p><strong>What is your clinical diagnosis? </strong><strong>(20)</strong></p>,0,100,2018-07-15 09:35:24,2018-07-15 09:35:24
747,393,essay,<p><strong>What is your strategy to manage this case? </strong><strong>(20)</strong></p>,0,100,2018-07-15 09:35:24,2018-07-15 09:35:24
748,394,essay,<p><strong>What radiological abnormality seen on the pelvic x </strong><strong>ray</strong><strong> (30)</strong></p>,0,100,2018-07-15 09:38:52,2018-07-15 09:38:52
749,394,essay,<p><strong>Please explain the patophysiology of the abnormality seen on the </strong><strong>pelvic</strong> <strong>xray</strong><strong> (30)</strong></p>,0,100,2018-07-15 09:38:52,2018-07-15 09:38:52
750,394,essay,<p><strong>Meassurement shows that Reimers Index of the right hip is 60% while the left hip is 27%. What is you plan</strong><strong>? (40)</strong></p>,0,100,2018-07-15 09:38:52,2018-07-15 09:38:52
751,395,essay,<p><strong>What radiological abnormality seen on the x ray of the right </strong><strong>femur</strong><strong>? (20)</strong></p>,0,100,2018-07-15 09:41:19,2018-07-15 09:41:19
752,395,essay,<p><strong>Please describe classification using CT scan for </strong><strong>this</strong> <strong>case</strong><strong> (40)</strong></p>,0,100,2018-07-15 09:41:19,2018-07-15 09:41:19
753,395,essay,<p><strong>What are the principles of treatment in </strong><strong>this</strong> <strong>case</strong><strong> (40)</strong></p>,0,100,2018-07-15 09:41:19,2018-07-15 09:41:19
754,396,essay,<p><strong>Please mention at least 3&nbsp; abnormalities&nbsp; in above CT </strong><strong>Scan </strong><strong>?</strong> <strong>(25)</strong></p>,0,100,2018-07-15 09:44:00,2018-07-15 09:44:00
755,396,essay,<p><strong>What </strong><strong>is your diagnosis </strong><strong>? (25)</strong></p>,0,100,2018-07-15 09:44:00,2018-07-15 09:44:00
756,396,essay,"<p><strong>Base on Denis Theory, please mention the spinal column are injured </strong><strong>? (25)</strong></p>",0,100,2018-07-15 09:44:00,2018-07-15 09:44:00
757,396,essay,<p><strong>What are treatment options </strong><strong>? (25)</strong></p>,0,100,2018-07-15 09:44:00,2018-07-15 09:44:00
758,397,essay,<p><strong>What is the most possible mode of </strong><strong>injury? (25)</strong></p>,0,100,2018-07-15 09:51:42,2018-07-15 09:51:42
759,397,essay,<p><strong>Please explain the prognosis of hand </strong><strong>function ? (25)</strong></p>,0,100,2018-07-15 09:51:42,2018-07-15 09:51:42
760,397,essay,<p><strong>What is the most appropriate treatment for above case</strong><strong>? (25)</strong></p>,0,100,2018-07-15 09:51:42,2018-07-15 09:51:42
761,397,essay,<p><strong>What is the most common cervical alignment complication&nbsp; after posterior laminectomy in this case </strong><strong>? (25)</strong></p>,0,100,2018-07-15 09:51:42,2018-07-15 09:51:42
762,398,essay,<p><strong>What is the importance of the posterior spinal musculature in spinal </strong><strong>biomechanic</strong><strong> ? (25)</strong></p>,0,100,2018-07-15 09:54:00,2018-07-15 09:54:00
763,398,essay,<p><strong>How much the percentage of load sharing in spinal column at anterior and posterior </strong><strong>collumn</strong><strong> (25)</strong></p>,0,100,2018-07-15 09:54:00,2018-07-15 09:54:00
764,398,essay,<p><strong>Please describe in brief the </strong><strong>Kirkardy</strong><strong> Willis cascade in degenerative </strong><strong>disc (25)</strong></p>,0,100,2018-07-15 09:54:00,2018-07-15 09:54:00
765,398,essay,<p><strong>Please mention 2 anatomical structures play role as a pain generator&nbsp; in </strong><strong>discogenic</strong> <strong>pain ! (25)</strong></p>,0,100,2018-07-15 09:54:00,2018-07-15 09:54:00
766,399,essay,<p><strong>What is the abnormality do you find in CT Scan to&nbsp; support your </strong><strong>diagnosis (25)</strong></p>,0,100,2018-07-15 10:00:46,2018-07-15 10:00:46
767,399,essay,<p><strong>What is your plan to establish your&nbsp; </strong><strong>diagnosis (25)</strong></p>,0,100,2018-07-15 10:00:46,2018-07-15 10:00:46
768,399,essay,<p><strong>What is the most frequent bacterial pathogen cause this </strong><strong>problem (25)</strong></p>,0,100,2018-07-15 10:00:46,2018-07-15 10:00:46
769,399,essay,<p><strong>What is the most appropriate treatment option</strong><strong>? (25)</strong></p>,0,100,2018-07-15 10:00:46,2018-07-15 10:00:46
770,400,essay,<p><strong>What is is the abnormality do you find in CT </strong><strong>Scan (30)</strong></p>,0,100,2018-07-15 10:02:31,2018-07-15 10:05:32
771,400,essay,<p><strong>Why this problem can be happened </strong><strong>? (30)</strong></p>,0,100,2018-07-15 10:02:31,2018-07-15 10:05:32
772,400,essay,<p><strong>What is your diagnosis </strong><strong>? (40)</strong></p>,0,100,2018-07-15 10:02:31,2018-07-15 10:05:32
773,385,essay,<p>What is the physical sign demonstrated? <strong>(25)</strong></p>,0,100,2018-07-15 11:26:16,2018-07-15 11:26:16
774,385,essay,<p>What is the cause of the swelling <strong>(25)</strong></p>,0,100,2018-07-15 11:26:16,2018-07-15 11:26:16
775,385,essay,<p>What is the function of this tendon <strong>(25)</strong></p>,0,100,2018-07-15 11:26:16,2018-07-15 11:26:16
776,385,essay,<p>What is your management? <strong>(25)</strong></p>,0,100,2018-07-15 11:26:16,2018-07-15 11:26:16
777,401,multiple-choice,<p>Figure below is the emergency department radiograph of a 7-year-old boy who has pain and is unwilling to use his right arm after a fall on the playground. What is the most appropriate initial treatment?</p>,1,100,2018-07-15 19:06:32,2018-07-15 19:06:32
778,402,multiple-choice,"<p>A 12-year-old girl has had pain in her right knee for 1 month that started as activity-related and progressed to night pain. Radiographs are shown in Figures 16a and 16b, and a biopsy specimen is shown in Figure 16c. What is the recommended treatment?&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>",1,100,2018-07-15 19:09:04,2018-07-15 19:09:04
779,403,multiple-choice,"<p>Following clubfoot surgery, which of the following is the commonest residual deformity?</p>",1,100,2018-07-15 19:11:01,2018-07-15 19:12:12
780,404,multiple-choice,"<p>A 12-year-old girl presents with groin pain six months after treatment of a slipped capital femoral epiphysis. Preoperative radiographs are seen in Figure A, radiographs six months after in situ fixation are seen in Figure B. Which of the following is associated with the radiographic abnormality seen in Figure B?</p>",1,100,2018-07-15 19:13:56,2018-07-15 19:13:56
782,406,multiple-choice,"<p>A 60 year old, obese woman come with the chief complain knee pain which has been been there for 1 years. The x ray is as follow.</p>

<p><strong>What abnormalities on x ray that can be seen</strong></p>",1,100,2018-07-15 19:23:30,2018-07-15 19:23:30
783,408,multiple-choice,<p>What is your next diagnostic approach?</p>,1,100,2018-07-15 19:29:23,2018-07-15 19:29:23
784,408,multiple-choice,<p>The diagnostic work up of the patient suggest a hip septic arthritis. How do you manage hip septic arthritis</p>,1,100,2018-07-15 19:29:23,2018-07-15 19:29:23
785,408,multiple-choice,<p>Untreated proximal femur acute hematogenous osteomyelitis in children will cause hip septic arthritis which will destroy articular cartilage of the hip joint BECAUSE</p>,1,100,2018-07-15 19:29:23,2018-07-15 19:29:23
789,409,multiple-choice,<p>What is your clinical diagnosis</p>,1,100,2018-07-15 19:36:54,2018-07-16 13:25:42
791,409,multiple-choice,<p>What is your next diagnostic work up</p>,1,100,2018-07-15 19:36:54,2018-07-16 13:25:42
792,409,multiple-choice,<p>How do you manage the problem</p>,1,100,2018-07-15 19:36:54,2018-07-16 13:25:42
793,409,multiple-choice,<p>The patophysiology for this condition</p>,1,100,2018-07-15 19:36:54,2018-07-16 13:25:42
794,409,multiple-choice,<p>What is the prognosis for this patient?</p>,1,100,2018-07-15 19:36:54,2018-07-16 13:25:42
795,410,multiple-choice,<p>How do you manage his condition</p>,1,100,2018-07-16 13:32:55,2018-07-16 13:32:55
796,410,multiple-choice,<p>What will happen to the left hip in the future if the left hip is left untreated</p>,1,100,2018-07-16 13:32:56,2018-07-16 13:32:56
797,410,multiple-choice,"<p>What is the major challenge for a Gross Motor Function Classification System(GMFCS) V, spastic child in the long term follow up</p>",1,100,2018-07-16 13:32:56,2018-07-16 13:32:56
798,411,multiple-choice,<p>How do you manage this problem</p>,1,100,2018-07-16 13:37:03,2018-07-16 13:37:03
799,411,multiple-choice,<p>What is the devastating complication of this case</p>,1,100,2018-07-16 13:37:03,2018-07-16 13:37:03
800,412,multiple-choice,<p>What is your clinical diagnosis</p>,1,100,2018-07-16 13:42:08,2018-07-16 13:42:08
801,412,multiple-choice,<p>How do you manage this problem</p>,1,100,2018-07-16 13:42:08,2018-07-16 13:42:08
802,412,multiple-choice,<p>This fracture is prone for late displacement because</p>,1,100,2018-07-16 13:42:08,2018-07-16 13:42:08
803,413,multiple-choice,"<p>A 17 year old boy presented with mass and pain around the knee since 3 months before. The core biopsy had been done with&nbsp; HPE above</p>

<p>The following statements about this tumor &nbsp;are true <strong>except</strong>&nbsp;that it</p>",1,100,2018-07-16 13:48:02,2018-07-16 13:48:02
804,414,multiple-choice,<p>48-year-old male patient had a burst fracture of L1 after a motorcycle accident 6 hours previously. On physical examination at the lower back some percussion tenderness was detected around the thoracolumbar area but no skin abnormality was noted. Neurological examination revealed mild radicular symptoms on L2 area. No other organ injury was detected. X ray showed burst fracture involving superior end plate and retropulsed fragment. MRI showed intact PLC. The&nbsp; choice of treatment for this patient :</p>,1,100,2018-07-16 13:49:39,2018-07-16 13:49:39
805,415,multiple-choice,<p>Regarding the meniscus repair:</p>,1,100,2018-07-16 13:55:35,2018-07-16 13:55:35
806,417,multiple-choice,<p>The figure above is the emergency department radiograph of a 7-year-old boy who has pain and is unwilling to use his right arm after a fall on the playground. What is the most appropriate initial treatment?</p>,1,100,2018-07-16 19:52:28,2018-07-16 19:52:28
807,418,multiple-choice,<p>What is the main pathological structure in the frozen shoulder</p>,1,100,2018-07-16 20:15:32,2018-07-16 20:15:32
808,419,multiple-choice,<p>Varus intertrochanteric osteotomy for coxa valga commonly produces which of the following results?</p>,1,100,2018-07-16 20:18:28,2018-07-16 20:18:28
809,420,multiple-choice,<p>Which of the following methods is considered effective in decreasing the dislocation rate following a total hip arthroplasty using a posterior approach to the hip?</p>,1,100,2018-07-16 20:22:00,2018-07-16 20:22:00
810,421,multiple-choice,<p>What complication is more likely following excessive medial retraction of the anterior covering structures during the anterolateral (Watson-Jones) approach to the hip?</p>,1,100,2018-07-16 20:24:06,2018-07-16 20:24:06
811,422,multiple-choice,"<p>Figures 1A and 1B show the radiographs of a 51-year-old woman who injured her left leg after falling off a stepladder. Surgical reconstruction was performed with a compression screw and side plate; the postoperative radiograph is shown in Figure 1C. Following the gradual progression of weight bearing, she reports that she slipped again and placed full weight on the extremity. She now notes a new onset of increased pain in her left thigh and hip region. Follow-up radiographs are shown in Figures 1D and 1E. Reconstruction should consist of</p>",1,100,2018-07-16 20:27:09,2018-07-16 20:27:09
812,423,multiple-choice,<p>Which of the following organisms is most commonly isolated in acute necrotizing fasciitis?</p>,1,100,2018-07-16 20:30:27,2018-07-16 20:30:27
813,424,multiple-choice,<p>Which of the following is considered the most common cause of a poor functional prognosis after an unstable posterior pelvic ring injury?</p>,1,100,2018-07-16 23:50:49,2018-07-16 23:50:49
814,425,multiple-choice,<p>The figure above is the radiograph of a 68-year-old man who fell 3 weeks after undergoing a successful left primary total hip arthroplasty. He is experiencing a substantial increase in pain and an inability to bear weight. What is an appropriate treatment plan?</p>,0,100,2018-07-16 23:53:46,2018-07-17 00:00:50
815,426,multiple-choice,<p>A patient has a painful metal-on-metal (MOM) left total hip arthroplasty (THA). Which test(s) best correlate with prognosis if this patient is having a reaction to metal debris?</p>,1,100,2018-07-17 00:03:38,2018-07-17 00:03:38
816,427,multiple-choice,<p>Biofilm is believed to play a major role in the pathogenesis of periprosthetic joint infection. Biofilm allows for the bacterial population to evade the effects of antimicrobial therapy primarily through</p>,1,100,2018-07-17 00:05:19,2018-07-17 00:05:19
817,428,multiple-choice,<p>A high risk for failure of a proximally porous-coated femoral component is associated with</p>,1,100,2018-07-17 00:07:13,2018-07-17 00:07:13
818,429,multiple-choice,<p>Figures above are the radiographs of a 79-year-old woman with a 2-year history of progressively worsening right hip pain. She had a right total hip arthroplasty 7 years prior. An infection workup is negative. She option for revision surgery; the most appropriate surgical plan to address her femoral component is</p>,1,100,2018-07-17 00:10:43,2018-07-17 00:10:43
819,430,multiple-choice,"<p>A 68-year-old woman with diabetes, 6 weeks after uncemented THR, developed mild erythema and induration at the distal incision, no drainage. 2 weeks after drainage started turbid drainage from distal of the incision, mild surrounding erythema. Mild discomfort during hip motion. -ESR of 45 mm/h&nbsp; CRP of 54 mg/L. -PCR of the swab is positive for MRSA. No fluid obtained from hip joint What will you do after debridement?</p>",1,100,2018-07-17 00:14:36,2018-07-17 00:14:36
820,431,multiple-choice,"<p>The figure above is the radiograph of a 71-year-old woman who had a right total hip arthroplasty 4 months ago; now she has tripped and fallen. She is unable to continue weight-bearing activity on her right leg but denies pain or ambulation issues prior to her fall. She is seen in the emergency department. What is the best treatment for this patient?<br />
<br />
&nbsp;</p>",1,100,2018-07-17 00:16:59,2018-07-17 00:16:59
821,432,multiple-choice,"<p>A 4 months old baby comes to your clinic with left eyelid drooping, decreased perspiration and pupillary constriction which occur on the same side of the face. The baby had a difficult labor during which his left shoulder was stuck during delivery. At this moment he cannot move his left upper and lower arm as well. What is your clinical diagnosis</p>",1,100,2018-07-17 00:19:34,2018-07-17 00:19:34
822,390,essay,<p>Please describe the histopathology findings in the figure B (30)</p>,0,100,2018-07-17 00:47:22,2018-07-17 00:47:22
823,390,essay,<p>What is the diagnosis in figure B? (20)</p>,0,100,2018-07-17 00:47:22,2018-07-17 00:47:22
824,433,essay,<p>Please mention the working diagnosis and differential diagnosis</p>,0,100,2018-08-04 08:07:01,2018-08-04 08:07:01
825,433,essay,<p>Please describe the clinical picture</p>,0,100,2018-08-04 08:07:01,2018-08-04 08:07:01
826,433,essay,<p>Please describe the sequence of the Ponseti method</p>,0,100,2018-08-04 08:07:01,2018-08-04 08:07:01
827,434,essay,<p>List 3 differential diagnosis? (30)</p>,0,100,2018-12-02 10:12:02,2018-12-02 10:34:59
828,434,essay,<p>What is specific test (clinically) for each of your differential diagnosis? (40)</p>,0,100,2018-12-02 10:12:02,2018-12-02 10:34:59
829,434,essay,<p>List dorsal compartments of the wrist! (30)</p>,0,100,2018-12-02 10:12:02,2018-12-02 10:34:59
830,435,essay,<p>What is your diagnosis? (25)</p>,0,100,2018-12-02 10:16:04,2018-12-02 10:35:12
831,435,essay,<p>What is most appropriate next treatment for this patient? (25)</p>,0,100,2018-12-02 10:16:04,2018-12-02 10:35:12
832,435,essay,<p>What is most likely structure if there is swelling over volar aspect of the thumb? (25)</p>,0,100,2018-12-02 10:16:04,2018-12-02 10:35:12
833,435,essay,<p>What structure is most vulnerable to injury during the operative procedure? (25)</p>,0,100,2018-12-02 10:16:04,2018-12-02 10:35:12
834,436,essay,<p>Describe xray findings! (40)</p>,0,100,2018-12-02 10:20:24,2018-12-02 10:35:28
835,436,essay,<p>What is the most likely diagnosis? (30)</p>,0,100,2018-12-02 10:20:24,2018-12-02 10:35:28
836,436,essay,<p>What management should be offered to this patient? (30)</p>,0,100,2018-12-02 10:20:24,2018-12-02 10:35:28
837,437,essay,<p>What is most likely diagnosis? (30)</p>,0,100,2018-12-02 10:24:39,2018-12-02 10:35:41
838,437,essay,<p>List 2 operative technique for this case! (40)</p>,0,100,2018-12-02 10:24:39,2018-12-02 10:35:41
839,437,essay,<p>What type incision must be avoided? (30)</p>,0,100,2018-12-02 10:24:39,2018-12-02 10:35:41
840,438,essay,<p>What is your diagnosis ? (25)</p>,0,100,2018-12-02 10:28:38,2018-12-02 10:35:53
841,438,essay,<p>Discuss the possibility causing this condition ? (25)</p>,0,100,2018-12-02 10:28:38,2018-12-02 10:35:53
842,438,essay,<p>Please explain the principal surgical step for this case ? (25)</p>,0,100,2018-12-02 10:28:38,2018-12-02 10:35:53
843,438,essay,<p>are the bone graft need for this case? (25)</p>,0,100,2018-12-02 10:28:38,2018-12-02 10:35:53
844,439,essay,<p>What is others physical findings you will expected &nbsp;found at the weakness side (right side extremities)? (30)</p>,0,100,2018-12-02 11:27:19,2018-12-02 11:27:19
845,439,essay,<p>What is &nbsp;physical findings you will expected&nbsp; found at the normal side of the motoric power&nbsp; (left side extremities)? (30)</p>,0,100,2018-12-02 11:27:19,2018-12-02 11:27:19
846,439,essay,<p>Please describe the cause and &nbsp;the &nbsp;type (name) of spinal cord injury? (40)</p>,0,100,2018-12-02 11:27:19,2018-12-02 11:27:19
847,440,essay,<p>Please describe at least 3&nbsp; abnormal findings in MRI result! (25)</p>,0,100,2018-12-02 11:30:34,2018-12-02 11:30:34
848,440,essay,<p>Please explain the indication for&nbsp; surgery in this abnormality? (25)</p>,0,100,2018-12-02 11:30:34,2018-12-02 11:30:34
849,440,essay,<p>Why the patient having pain and weakness? (25)</p>,0,100,2018-12-02 11:30:34,2018-12-02 11:30:34
850,440,essay,<p>What is the best patient position to ease your surgical procedure! (25)</p>,0,100,2018-12-02 11:30:34,2018-12-02 11:30:34
851,441,essay,<p>Please explain the most possible mode of injury of this spinal column injury! (25)</p>,0,100,2018-12-02 11:33:20,2018-12-02 11:33:20
852,441,essay,<p>Please explain&nbsp; about the biomechanical&nbsp; role of posterior ligamentous complex (PLC) in spine! (25)</p>,0,100,2018-12-02 11:33:20,2018-12-02 11:33:20
853,441,essay,<p>What is the effect in injury of PLC! (25)</p>,0,100,2018-12-02 11:33:20,2018-12-02 11:33:20
854,441,essay,<p>How do you you treat this patient! (25)</p>,0,100,2018-12-02 11:33:20,2018-12-02 11:33:20
855,442,essay,"<p>Biomechanically , what is the mode of injury&nbsp; ?&nbsp; (25)</p>",0,100,2018-12-02 11:36:18,2018-12-02 11:36:18
856,442,essay,"<p>In open mouth AP x-ray, when this fracture can be considered as an unstable pattern ? (25)</p>",0,100,2018-12-02 11:36:18,2018-12-02 11:36:18
857,442,essay,<p>What structure have important roles in the stability&nbsp; of C1-C2 ? (25)</p>,0,100,2018-12-02 11:36:18,2018-12-02 11:36:18
858,442,essay,<p>How do you managed this case in stable type of fracture &nbsp;? (25)</p>,0,100,2018-12-02 11:36:18,2018-12-02 11:36:18
859,443,essay,<p>Please describe at least 3&nbsp; x-ray abnormalities? (25)</p>,0,100,2018-12-02 11:41:49,2018-12-02 11:41:49
860,443,essay,<p>What is your diagnosis and differential diagnosis? (25)</p>,0,100,2018-12-02 11:41:49,2018-12-02 11:41:49
861,443,essay,<p>What is others imaging modalities will you proposed? (25)</p>,0,100,2018-12-02 11:41:49,2018-12-02 11:41:49
862,443,essay,<p>What is your next step to established your diagnosis? (25)</p>,0,100,2018-12-02 11:41:49,2018-12-02 11:41:49
863,444,multiple-choice,<p>Which of the followings is correct regarding the steps from neoplastic process to metastatic deposits in bone:</p>,1,100,2018-12-02 19:22:18,2018-12-02 19:22:18
864,445,multiple-choice,<p>Which of the following orders are correct regarding the survival rates of these neoplasms from best to worst:</p>,1,100,2018-12-02 19:24:00,2018-12-02 19:24:00
865,446,multiple-choice,"<p>These statements regarding metastatic bone disease treatment &nbsp;are correct, <strong>except</strong>:</p>",1,100,2018-12-02 19:25:57,2018-12-02 19:25:57
866,447,multiple-choice,<p>The major drawback on using liquid nitrogen as an intraoperative adjuvant in treating giant cell tumor of the bone is:</p>,1,100,2018-12-02 19:27:35,2018-12-02 19:27:35
867,448,multiple-choice,"<p>Denosumab is a drug that has been indicated for treatment of giant cell tumor of the bone in the US since 2014, given as a monthly injection. This drug acts as :</p>",1,100,2018-12-02 19:29:02,2018-12-02 19:29:02
868,449,multiple-choice,"<p>The following statements regarding giant cell tumor of the bone are true, <strong>except</strong>:</p>",1,100,2018-12-02 19:30:31,2018-12-02 19:30:31
869,450,multiple-choice,"<p>The following syndromes are associated to osteosarcoma, <strong>except</strong>:</p>",1,100,2018-12-02 19:32:39,2018-12-02 19:32:39
870,451,multiple-choice,<p>The most sensitive physical examination for ACL Rupture is..?</p>,1,100,2018-12-02 19:34:14,2018-12-02 19:34:14
871,452,multiple-choice,<p>Habitual knee cap Dislocation with increase insall savati ratio is best treated by</p>,1,100,2018-12-02 19:35:53,2018-12-02 19:35:53
872,453,multiple-choice,<p>The Possible diagnosis for this baby is ?</p>,1,100,2018-12-02 19:39:27,2018-12-02 19:39:27
873,453,multiple-choice,<p>The Disease is caused by :</p>,1,100,2018-12-02 19:39:27,2018-12-02 19:39:27
874,454,multiple-choice,<p>A 5 year old boy complain pain on his right hip and abnormal gait. Physical examination shows alimited abduction on right hip. No History of trauma. Plain Radiograph shows ostonecrosis on right femur head.Possible diagnosis is :</p>,1,100,2018-12-02 19:45:24,2018-12-02 19:45:24
875,455,multiple-choice,"<p>The following statements are true for hangman&rsquo;s fracture, <strong>except</strong> :</p>",1,100,2018-12-02 19:47:07,2018-12-02 19:47:07
876,456,multiple-choice,"<p>A 45 year old man presents to outpatient clinic with difficulty ambulating and buttoning his shirt. It started 2 years ago but has worsened significantly this last 10 months. On physical exam he is unable to perform a tandem gait and has a positive Hoffman&rsquo;s sign bilaterally, however he has no clonus and a down-going Babinski bilaterally. He has 4/5 strength in his hands, but 5/5 strength in all other muscle groups. The MRI shows the axial of C4/5 and C5/6.</p>

<p>What is the appropriate treatment :</p>",1,100,2018-12-02 19:59:07,2018-12-02 19:59:07
877,457,multiple-choice,<p>The Pucker sign refer to?</p>,1,100,2018-12-02 20:05:01,2018-12-02 20:05:01
878,457,multiple-choice,<p>Which of the following mechanism is most related with the above diagnosis?</p>,1,100,2018-12-02 20:05:01,2018-12-02 20:05:01
879,457,multiple-choice,<p>Which of the following findings may related to the most common neurological injury related to the above diagnosis</p>,1,100,2018-12-02 20:05:01,2018-12-02 20:05:01
880,457,multiple-choice,"<p>In occult condition of the same diagnosis with a minimal displacement on the fractured area, you may find the Fat Pad sign that is correlated with?</p>",1,100,2018-12-02 20:05:01,2018-12-02 20:05:01
881,458,multiple-choice,<p>To assess the fracture personality in the coronal plane you must also assess?</p>,1,100,2018-12-02 20:14:15,2018-12-02 20:14:15
882,459,multiple-choice,"<p>Before you give bisphosphonate you ask the patient to check for her BMD, which of the findings that suggest osteoporotic condition?</p>",1,100,2018-12-02 20:17:12,2018-12-02 20:17:12
883,460,multiple-choice,<p>Some of the BMD investigation also present you with Z score. Which of the following suggest more fragile condition to the patient&rsquo;s bone?</p>,1,100,2018-12-02 20:18:51,2018-12-02 20:18:51
